elapsed_ms,tps,lat_avg_ms,server_lat_avg_ms,event
500,2172.0,2.27,1.98,
1000,2424.0,2.15,1.85,
1500,2458.0,2.10,1.78,
2000,2386.0,2.09,1.76,
2500,2684.0,2.03,1.72,
3000,2616.0,2.01,1.71,
3500,2362.0,2.02,1.72,
4000,2666.0,2.00,1.70,
4500,2412.0,2.00,1.71,
5000,2162.0,2.03,1.73,
5500,2280.0,2.04,1.74,
6000,2146.0,2.06,1.76,
6500,2134.0,2.08,1.78,
7000,2232.0,2.08,1.78,
7500,2538.0,2.07,1.77,
8000,2442.0,2.07,1.77,
8500,2498.0,2.07,1.77,
9000,2448.0,2.06,1.76,
9500,2352.0,2.06,1.77,
10000,2290.0,2.07,1.78,
10500,2300.0,2.07,1.78,
11000,2352.0,2.07,1.78,
11500,2492.0,2.07,1.78,
12000,2358.0,2.07,1.78,
12500,2456.0,2.07,1.78,
13000,2322.0,2.07,1.78,
13500,2360.0,2.07,1.78,
14000,520.0,2.13,1.84,
14500,2274.0,2.13,1.85,
15000,2386.0,2.13,1.85,
15500,2344.0,2.13,1.85,
16000,2222.0,2.13,1.85,
16500,2448.0,2.13,1.85,
17000,2316.0,2.13,1.85,
17500,2438.0,2.13,1.85,
18000,2316.0,2.13,1.85,
18500,2368.0,2.13,1.85,
19000,2230.0,2.13,1.85,
19500,2536.0,2.12,1.84,
20000,2356.0,2.12,1.84,
20500,2462.0,2.12,1.84,
21000,2326.0,2.12,1.84,
21500,2378.0,2.12,1.84,
22000,2138.0,2.12,1.84,
22500,2390.0,2.12,1.84,
23000,2440.0,2.12,1.84,
23500,2624.0,2.11,1.83,
24000,2398.0,2.11,1.83,
24500,2338.0,2.11,1.83,
25000,2338.0,2.11,1.83,
25500,2408.0,2.11,1.83,
26000,2462.0,2.11,1.83,
26500,2312.0,2.11,1.82,
27000,2180.0,2.11,1.83,
27500,2384.0,2.11,1.82,
28000,2342.0,2.11,1.82,
28500,2570.0,2.11,1.82,
29000,2344.0,2.11,1.82,
29500,2494.0,2.10,1.82,
30000,2446.0,2.10,1.82,
30500,2318.0,2.10,1.82,
31000,2500.0,2.10,1.82,
31500,2822.0,2.09,1.81,
32000,2548.0,2.09,1.81,
32500,2660.0,2.09,1.81,
33000,2320.0,2.09,1.81,
33500,2584.0,2.09,1.80,
34000,2472.0,2.08,1.80,
34500,2540.0,2.08,1.80,
35000,2506.0,2.08,1.80,
35500,2476.0,2.08,1.80,
36000,2584.0,2.08,1.79,
36500,2520.0,2.07,1.79,
37000,2506.0,2.07,1.79,
37500,2716.0,2.07,1.79,
38000,2642.0,2.07,1.78,
38500,2614.0,2.06,1.78,
39000,2312.0,2.06,1.78,
39500,2598.0,2.06,1.78,
40000,2698.0,2.06,1.78,
40500,2504.0,2.06,1.78,
41000,2476.0,2.06,1.78,
41500,2402.0,2.06,1.78,
42000,2480.0,2.06,1.78,
42500,2408.0,2.06,1.78,
43000,2486.0,2.06,1.77,
43500,2522.0,2.05,1.77,
44000,2360.0,2.05,1.77,
44500,2506.0,2.05,1.77,
45000,2596.0,2.05,1.77,
45500,2572.0,2.05,1.77,
46000,2684.0,2.05,1.77,
46500,2462.0,2.05,1.77,
47000,2396.0,2.05,1.77,
47500,1798.0,2.05,1.77,
48000,2172.0,2.05,1.78,
48500,2368.0,2.06,1.78,
49000,2602.0,2.05,1.77,
49500,2518.0,2.05,1.77,
50000,2524.0,2.05,1.77,
50500,2490.0,2.05,1.77,
51000,2478.0,2.05,1.77,
51500,2456.0,2.05,1.77,
52000,2508.0,2.05,1.77,
52500,2470.0,2.05,1.77,
53000,2428.0,2.05,1.77,
53500,2440.0,2.05,1.77,
54000,2350.0,2.05,1.77,
54500,2406.0,2.05,1.77,
55000,2486.0,2.05,1.77,
55500,2800.0,2.04,1.76,
56000,2560.0,2.04,1.76,
56500,2546.0,2.04,1.76,
57000,2454.0,2.04,1.76,
57500,2336.0,2.04,1.76,
58000,2380.0,2.04,1.76,
58500,2270.0,2.04,1.76,
59000,2382.0,2.04,1.76,
59500,2512.0,2.04,1.76,
60000,2386.0,2.04,1.76,
60500,2354.0,2.04,1.76,
61000,2282.0,2.04,1.76,
61500,2444.0,2.04,1.76,
62000,2222.0,2.05,1.76,
62500,2222.0,2.05,1.76,
63000,1818.0,2.05,1.76,
63501,0.0,2.05,1.76,
