metric,value,notes
NUM_SERVER_DIRS,5,server* folders under eval
NUM_SERVERS_MERGED,5,servers with CSV data
TOTAL_THROUGHPUT,13514.2 Tx/sec,sum of all servers
AVG_LATENCY,1.477 ms,across all batches all servers
P50_LATENCY,1.2 ms,
P95_LATENCY,2.9 ms,
P99_LATENCY,5.8 ms,
AVG_FAST_PATH_LATENCY,1.348 ms,
AVG_SLOW_PATH_LATENCY,3.432 ms,
TOTAL_FAST_COMMITS,239672,89.4%
TOTAL_SLOW_COMMITS,28505,10.6%
TOTAL_CONFLICT_COMMITS,0,
TOTAL_FAST_PATH_FALLBACKS,82,
