metric,value,notes
NUM_SERVER_DIRS,5,server* folders under eval
NUM_SERVERS_MERGED,5,servers with CSV data
TOTAL_THROUGHPUT,107045.4 Tx/sec,sum of all servers
AVG_LATENCY,70.242 ms,across all batches all servers
P50_LATENCY,22.1 ms,
P95_LATENCY,234.5 ms,
P99_LATENCY,542.2 ms,
AVG_FAST_PATH_LATENCY,186.587 ms,
AVG_SLOW_PATH_LATENCY,30.020 ms,
TOTAL_FAST_COMMITS,549395,44.2%
TOTAL_SLOW_COMMITS,694659,55.8%
TOTAL_CONFLICT_COMMITS,0,
TOTAL_FAST_PATH_FALLBACKS,412,
