metric,value,notes
NUM_SERVER_DIRS,5,server* folders under eval
NUM_SERVERS_MERGED,5,servers with CSV data
TOTAL_THROUGHPUT,10596.9 Tx/sec,sum of all servers
AVG_LATENCY,25.790 ms,across all batches all servers
P50_LATENCY,18.8 ms,
P95_LATENCY,60.2 ms,
P99_LATENCY,160.7 ms,
AVG_FAST_PATH_LATENCY,27.617 ms,
AVG_SLOW_PATH_LATENCY,0.000 ms,
TOTAL_FAST_COMMITS,107233,100.0%
TOTAL_SLOW_COMMITS,0,0.0%
TOTAL_CONFLICT_COMMITS,0,
TOTAL_FAST_PATH_FALLBACKS,0,
